ID,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
seq2070,0.00,1.29,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2071,1.00,1.29,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,2.14,0.00,1.40,1.00,1.00,1.00,1.00,0.00, 
seq2072,1.67,1.29,0.00,1.00,1.00,1.40,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,2.33,1.00,0.00,1.00,0.00,1.29, 
seq2073,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.86,1.00,1.00,0.00,1.00,0.00,1.40,1.00,1.00,0.00,0.00,1.00, 
seq2074,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2075,1.00,1.29,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.71,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2076,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.33,2.33,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00, 
seq2077,1.00,1.29,1.00,1.33,1.00,1.00,0.00,1.00,1.00,3.22,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00, 
seq2078,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.71,1.18,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.40,1.00,1.00, 
seq2079,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.73,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,0.00,1.00, 
seq2080,1.00,1.22,1.00,0.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.57,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00, 
seq2081,1.00,1.29,1.33,1.00,1.00,1.00,1.00,1.00,1.22,1.50,2.14,1.00,1.00,1.00,1.40,1.00,1.00,1.22,1.67,1.00, 
seq2082,1.50,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67,1.00,1.00,1.00,1.00,1.77,1.00,1.00,1.00,1.50,1.00, 
seq2083,1.00,1.29,1.00,1.00,1.00,0.00,1.00,1.00,1.91,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2084,0.00,1.22,1.00,1.00,1.40,1.22,1.00,1.00,1.29,1.71,1.00,1.50,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq2085,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.33,1.17,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq2086,1.00,1.29,0.00,1.00,1.00,1.40,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2087,1.50,1.25,1.00,1.00,1.33,1.00,1.50,1.00,1.00,1.55,1.00,1.50,1.00,1.00,1.80,1.00,1.00,1.29,1.00,1.00, 
seq2088,1.00,1.22,1.00,1.00,1.00,1.29,1.00,1.00,1.00,0.00,0.00,1.00,1.40,1.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq2089,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.50,0.00,0.00, 
seq2090,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.25,1.00,1.25, 
seq2091,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.80,1.00,1.00,1.00,1.00,1.50,1.50,1.00,1.00,1.00,1.00, 
seq2092,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.17,1.00,1.00,1.00,1.00,1.00,1.31,1.00,1.40,0.00,1.00, 
seq2093,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.50,1.50,1.00,0.00,0.00,1.00,1.00,1.33,1.00,0.00,1.00,1.00,0.00, 
seq2094,1.50,1.00,1.00,0.00,1.00,1.33,0.00,0.00,1.50,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2095,1.36,1.22,1.00,0.00,0.00,1.27,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,0.00,1.00, 
seq2096,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00,0.00, 
seq2097,1.25,0.00,1.00,1.00,1.67,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq2098,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.44,1.00,1.00,1.00,0.00, 
seq2099,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.29,1.77,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2100,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.67,1.00, 
seq2101,1.00,1.29,1.00,1.00,0.00,1.00,1.00,1.00,1.18,1.00,0.00,0.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.50, 
seq2102,0.00,1.29,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.40,0.00,1.50,1.00,1.00,1.91,2.00,1.00,1.00,1.00,1.00, 
seq2103,1.00,1.29,0.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.40,0.00,1.00,0.00,1.00, 
seq2104,1.29,1.00,1.29,1.20,1.00,1.00,1.00,1.25,1.40,1.18,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2105,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2106,1.00,1.29,1.00,1.00,1.40,1.00,0.00,0.00,1.00,1.50,1.00,1.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00, 
seq2107,1.25,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.22,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq2108,1.25,0.00,1.00,2.14,1.00,1.00,0.00,1.00,1.31,1.29,1.00,1.00,1.67,1.00,1.00,1.00,1.00,1.50,1.67,1.00, 
seq2109,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00, 
seq2110,1.00,1.00,0.00,1.00,1.00,1.57,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00, 
seq2111,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.50,1.00,1.00,1.00,1.25,1.00,1.00, 
seq2112,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,1.00, 
seq2113,1.00,0.00,1.38,1.33,1.00,0.00,0.00,0.00,0.00,1.22,1.00,1.00,1.00,0.00,0.00,1.50,0.00,1.00,1.00,1.00, 
seq2114,1.00,0.00,0.00,0.00,1.00,1.67,0.00,0.00,1.00,1.40,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00, 
seq2115,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.50,1.00,1.00,1.00,1.00,1.00,1.33,0.00,1.00, 
seq2116,1.00,0.00,1.61,1.00,1.00,0.00,0.00,0.00,0.00,1.31,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq2117,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.50,1.00,0.00,1.00,0.00, 
seq2118,1.44,0.00,1.00,1.00,0.00,1.15,1.00,1.00,1.67,1.00,1.00,1.00,0.00,1.40,1.00,0.00,1.00,1.00,1.00,0.00, 
seq2119,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,0.00,0.00, 
seq2120,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.33,0.00,0.00,1.00,1.00,0.00, 
seq2121,1.40,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00, 
seq2122,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.44,0.00,0.00,0.00,1.00,0.00, 
seq2123,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.40,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00, 
seq2124,0.00,0.00,0.00,1.00,1.00,1.67,1.00,1.00,1.33,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00, 
seq2125,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00, 
seq2126,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.57,1.00,0.00,0.00,1.00,0.00,1.40,0.00,0.00,0.00,0.00,1.00, 
seq2127,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.57,1.40,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,1.00, 
seq2128,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
seq2129,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.50,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.50,1.00,1.00,0.00, 
seq2130,1.00,0.00,0.00,0.00,1.00,1.50,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.50,0.00,1.00,0.00, 
seq2131,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.57,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.50,1.00,1.67,0.00, 
seq2132,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.89,1.40,0.00,0.00,1.00,0.00,0.00,1.33,1.50,1.00,0.00,0.00, 
seq2133,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.40,1.00,0.00,0.00,0.00,1.00,0.00,1.40,0.00,1.00,1.00,0.00, 
seq2134,1.40,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.44,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.67,1.67,1.00,0.00, 
seq2135,1.50,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.36,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.50,1.00,0.00, 
seq2136,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50,1.00,0.00,0.00,0.00, 
seq2137,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,1.00,0.00,1.00, 
seq2138,1.67,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,2.14,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00, 
seq2139,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.40,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00, 
seq2140,1.50,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00, 
seq2141,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.60,0.00,0.00,1.00,1.00,1.44,0.00,0.00,1.00,0.00,0.00, 
seq2142,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.40,0.00,0.00,1.67,1.00,0.00, 
seq2143,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00, 
seq2144,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.40,0.00,1.00,1.00,0.00, 
seq2145,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.67,1.00,1.00,1.00,1.00, 
seq2146,1.44,1.00,1.00,1.94,1.40,1.00,1.00,1.00,1.40,2.18,1.40,1.00,1.00,1.00,1.33,1.29,1.00,1.00,1.00,1.00, 
seq2147,1.33,1.00,1.00,1.80,1.00,1.33,0.00,1.00,1.22,2.22,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq2148,1.00,1.00,1.00,1.77,1.40,1.00,0.00,1.00,1.20,1.27,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq2149,1.00,1.29,1.00,1.00,1.00,1.00,1.40,0.00,1.22,1.00,0.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2150,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.50,1.00,1.00,0.00, 
seq2151,1.00,1.00,1.00,1.00,0.00,1.67,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.67,1.00,1.00,1.00,1.00,1.00, 
seq2152,1.29,1.00,1.50,0.00,0.00,1.00,1.00,1.00,0.00,1.50,0.00,1.00,1.00,1.00,1.29,1.00,0.00,1.00,0.00,1.00, 
seq2153,1.50,1.00,1.00,0.00,0.00,1.89,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq2154,1.40,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.40,0.00,1.50,0.00,1.00,1.50,1.00,1.00,1.00,0.00,0.00, 
seq2155,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00, 
seq2156,1.22,1.00,1.50,1.33,1.00,1.29,1.00,1.00,1.00,1.15,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2157,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00, 
seq2158,1.00,1.29,1.00,1.00,0.00,1.91,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2159,1.00,1.00,1.00,0.00,1.00,1.44,1.00,1.00,0.00,1.00,1.67,1.44,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2160,1.00,1.22,1.50,1.00,1.00,1.00,0.00,1.33,1.00,0.00,1.00,1.00,1.00,0.00,1.33,0.00,1.00,1.00,0.00,1.00, 
seq2161,1.00,1.22,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.50,0.00,1.00,1.00,0.00,1.00,1.00,1.67,1.00,1.00,1.00, 
seq2162,1.00,1.22,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2163,1.00,1.25,1.00,1.00,1.40,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.46,1.00,1.31,1.00,1.00, 
seq2164,1.18,1.00,0.00,1.00,1.00,1.00,1.00,1.33,1.00,1.29,1.00,1.89,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00, 
seq2165,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.89,1.00,1.50,1.00,1.00,1.29,1.22,1.40,1.00,0.00,0.00, 
seq2166,1.00,1.00,1.00,1.00,1.00,1.36,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.25,1.35,1.00,1.00,1.00, 
seq2167,1.29,1.00,1.00,1.00,1.00,1.18,1.00,1.00,1.00,0.00,1.00,1.33,1.00,1.00,1.22,1.29,1.00,1.00,1.00,1.00, 
seq2168,1.00,1.00,0.00,1.00,1.00,1.29,1.00,1.00,1.00,2.38,1.00,1.00,1.00,1.00,1.77,1.00,1.00,1.00,0.00,0.00, 
seq2169,1.00,1.00,1.67,1.00,1.00,1.00,1.00,0.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00, 
seq2170,1.33,1.00,1.00,1.29,1.22,1.33,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.73,1.00,1.00,1.20,0.00,1.00, 
seq2171,1.31,1.00,1.25,1.00,1.50,1.29,1.33,1.00,1.00,1.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.62,1.00,1.00, 
seq2172,1.78,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.33,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.31,1.00,1.00, 
seq2173,1.25,1.00,1.40,1.00,1.00,1.29,0.00,1.20,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.25,1.00,1.00,0.00, 
seq2174,1.40,0.00,1.00,1.00,1.00,1.29,1.00,1.00,1.36,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq2175,1.25,1.00,1.00,0.00,1.33,1.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00, 
seq2176,1.00,1.00,1.00,1.00,1.00,1.33,0.00,1.25,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,0.00, 
seq2177,1.36,1.00,1.00,1.40,1.00,1.25,1.00,1.00,1.00,1.29,1.00,1.00,1.50,1.00,1.40,1.00,1.00,1.80,1.00,1.00, 
seq2178,1.36,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,0.00,1.33,1.00,1.00,1.00,1.00,1.00,0.00, 
seq2179,1.00,0.00,0.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.22,1.00,1.00,1.00,1.00, 
seq2180,1.25,1.00,1.00,1.00,1.00,1.67,1.00,1.29,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2181,1.18,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.18,0.00,1.00, 
seq2182,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2183,1.40,1.00,1.00,0.00,0.00,1.29,1.00,1.00,1.00,1.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2184,1.00,1.29,0.00,1.00,1.00,1.25,1.00,1.00,1.33,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq2185,1.00,1.29,0.00,0.00,1.50,1.00,1.40,1.50,1.40,1.80,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2186,1.00,1.00,1.00,1.44,1.00,1.33,1.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq2187,1.35,0.00,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq2188,1.53,0.00,1.00,1.00,1.00,1.22,0.00,1.17,1.50,1.20,1.00,0.00,0.00,1.00,1.00,1.00,1.25,1.20,1.00,0.00, 
seq2189,1.80,0.00,1.00,1.25,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2190,1.40,1.00,0.00,0.00,1.00,1.29,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq2191,1.00,1.40,1.33,1.00,1.00,2.20,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2192,2.11,1.22,1.00,1.00,0.00,1.62,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.25,0.00,1.00, 
seq2193,1.00,1.00,1.00,0.00,1.40,1.50,1.00,1.00,1.33,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.50, 
seq2194,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq2195,1.00,1.15,0.00,1.00,1.50,1.33,1.00,0.00,1.00,1.00,1.00,1.40,1.25,1.33,1.50,1.40,1.00,1.00,1.00,1.00, 
seq2196,1.00,1.15,1.00,1.57,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.33,1.00,1.00,1.00,1.22,1.00,1.00,0.00,1.00, 
seq2197,1.44,1.15,0.00,0.00,0.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.22,1.40,1.40,1.00,0.00,1.67, 
seq2198,1.29,1.00,1.40,2.14,1.33,1.00,0.00,1.00,1.22,2.25,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq2199,1.00,0.00,0.00,0.00,1.00,1.00,1.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00, 
seq2200,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.50,1.29,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.40,0.00,1.00, 
seq2201,1.40,1.00,1.00,0.00,0.00,1.33,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00, 
seq2202,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.67,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.67,0.00, 
seq2203,0.00,0.00,0.00,0.00,1.67,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00, 
seq2204,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.50,0.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq2205,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.67,1.00,1.00, 
seq2206,1.00,0.00,0.00,0.00,1.00,1.40,0.00,1.00,1.29,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00, 
seq2207,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.67,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq2208,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.50,0.00,0.00,1.00,1.67,0.00,1.00,0.00,0.00,0.00,0.00, 
seq2209,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.50,1.40,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq2210,1.00,0.00,0.00,0.00,0.00,1.25,0.00,1.00,1.00,1.33,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq2211,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,2.87,2.33,1.67,0.00,0.00,0.00, 
seq2212,0.00,1.00,1.00,1.25,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.33,0.00,1.00, 
seq2213,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq2214,1.40,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.67,1.00,0.00,1.00,1.00,1.00,0.00,1.00, 
seq2215,1.25,0.00,1.00,1.18,1.00,1.00,1.00,1.25,1.13,1.00,0.00,1.00,1.00,1.00,0.00,1.73,1.25,1.00,0.00,1.00, 
seq2216,1.00,1.00,1.00,1.30,1.00,1.71,1.00,1.00,1.00,1.31,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.20,1.00,1.00, 
seq2217,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.40,1.31,1.00,1.00,1.00,0.00,1.00, 
seq2218,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.67,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq2219,1.00,1.50,2.00,0.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.40, 
seq2220,1.00,0.00,0.00,2.14,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.14,1.00,0.00,0.00, 
seq2221,1.00,1.29,1.00,0.00,1.00,1.40,1.00,1.00,1.36,1.00,1.00,1.67,1.50,0.00,1.00,1.40,1.00,1.00,1.00,1.00, 
seq2222,1.00,1.29,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00, 
seq2223,1.00,1.29,1.00,2.14,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00, 
seq2224,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00, 
seq2225,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00, 
seq2226,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,1.40,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00, 
seq2227,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,1.22,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00, 
seq2228,0.00,0.00,0.00,0.00,1.00,1.33,1.29,1.29,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
